"id","description","last_updated"
"783385","Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","2020-04-01"
"783386","Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","2020-04-01"
"783387","Shrimp shish kabob with vegetables, excluding potatoes","2020-04-01"
"783388","Shrimp creole, no rice","2020-04-01"
"783389","Kung Pao shrimp","2020-04-01"
"783390","Tuna casserole with vegetables and mushroom sauce, no noodles","2020-04-01"
"783391","Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","2020-04-01"
"783392","Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","2020-04-01"
"783393","Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce","2020-04-01"
"783394","Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce","2020-04-01"
"783395","Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","2020-04-01"
"783396","Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce","2020-04-01"
"783397","Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","2020-04-01"
"783398","Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","2020-04-01"
"783399","Fish shish kabob with vegetables, excluding potatoes","2020-04-01"
"783400","Fried fish with sauce, Puerto Rican style","2020-04-01"
"783401","Lobster with sauce, Puerto Rican style","2020-04-01"
"783402","Octopus salad, Puerto Rican style","2020-04-01"
"783403","Codfish salad, Puerto Rican style, Serenata","2020-04-01"
"783404","Chow mein or chop suey, NS as to type of meat, no noodles","2020-04-01"
"783405","Lau lau","2020-04-01"
"783408","Livers, chicken, chopped, with eggs and onion","2020-04-01"
"783411","Stewed gizzards, Puerto Rican style","2020-04-01"
"783412","Gumbo, no rice","2020-04-01"
"783762","Chicken dinner, NFS, frozen meal","2020-04-01"
"783763","Chicken divan, frozen meal","2020-04-01"
"783764","Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal","2020-04-01"
"783765","Chicken and noodles with vegetable, dessert, frozen meal","2020-04-01"
"783766","Chicken, fried, with potatoes, vegetable, frozen meal","2020-04-01"
"783767","Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal","2020-04-01"
"783768","Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal","2020-04-01"
"783769","Chicken patty or nuggets, boneless, breaded, with pasta and tomato sauce, fruit, dessert, frozen meal","2020-04-01"
"783770","Chicken, fried, with potatoes, vegetable, dessert, frozen meal","2020-04-01"
"783771","Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion","2020-04-01"
"783772","Chicken patty parmigiana, breaded, with vegetable, diet frozen meal","2020-04-01"
"783773","Teriyaki chicken with rice and vegetable, diet frozen meal","2020-04-01"
"783774","Chicken with rice and vegetable, diet frozen meal","2020-04-01"
"783775","Chicken a la king with rice, frozen meal","2020-04-01"
"783776","Chicken and vegetables in cream or white sauce, diet frozen meal","2020-04-01"
"783777","Chicken and vegetables au gratin with rice, diet frozen entree","2020-04-01"
"783778","Chicken and vegetable entree with rice, diet frozen meal","2020-04-01"
"783779","Chicken chow mein with rice, diet frozen meal","2020-04-01"
"783780","Chicken with noodles and cheese sauce, diet frozen meal","2020-04-01"
"783781","Chicken cacciatore with noodles, diet frozen meal","2020-04-01"
"783782","Chicken and vegetable entree with noodles, frozen meal","2020-04-01"
"783783","Chicken and vegetable entree with noodles, diet frozen meal","2020-04-01"
"783784","Chicken in cream sauce with noodles and vegetable, frozen meal","2020-04-01"
"783785","Chicken in butter sauce with potatoes and vegetable, diet frozen meal","2020-04-01"
"783786","Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal","2020-04-01"
"783787","Chicken in soy-based sauce, rice and vegetables, frozen meal","2020-04-01"
"783788","Chicken in orange sauce with almond rice, diet frozen meal","2020-04-01"
"783789","Chicken and vegetable entree with noodles and cream sauce, frozen meal","2020-04-01"
"783790","Turkey dinner, NFS, frozen meal","2020-04-01"
"783791","Turkey with gravy, dressing, vegetable and fruit, diet frozen meal","2020-04-01"
"783792","Turkey with vegetable, stuffing, diet frozen meal","2020-04-01"
"783793","Turkey with gravy, dressing, potatoes, vegetable, frozen meal","2020-04-01"
"783794","Turkey with gravy, dressing, potatoes, vegetable, dessert, frozen meal","2020-04-01"
"783795","Turkey tetrazzini, frozen meal","2020-04-01"
"783796","Haddock with chopped spinach, diet frozen meal","2020-04-01"
"783797","Flounder with chopped broccoli, diet frozen meal","2020-04-01"
"783798","Fish in lemon-butter sauce with starch item, vegetable, frozen meal","2020-04-01"
"783799","Shrimp and clams in tomato-based sauce, with noodles, frozen meal","2020-04-01"
"783800","Shrimp and vegetables in sauce with noodles, diet frozen meal","2020-04-01"
"783876","Lobster gumbo","2020-04-01"
"783882","Shrimp gumbo","2020-04-01"
"783951","Egg foo yung, NFS","2020-04-01"
"783952","Chicken egg foo yung","2020-04-01"
"783953","Pork egg foo yung","2020-04-01"
"783954","Shrimp egg foo yung","2020-04-01"
"783955","Beef egg foo yung","2020-04-01"
"784355","Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce","2020-04-01"
"784356","Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce","2020-04-01"
"784572","Bread stuffing","2020-04-01"
"784573","Bread stuffing made with egg","2020-04-01"
"784710","Cornbread stuffing","2020-04-01"
"785396","Dumpling, fried, Puerto Rican style","2020-04-01"
"785398","Cake made with glutinous rice","2020-04-01"
"785399","Cake or pancake made with rice flour and/or dried beans","2020-04-01"
"785401","Cake made with glutinous rice and dried beans","2020-04-01"
"785787","Burrito with meat","2020-04-01"
"785788","Burrito with meat and beans","2020-04-01"
"785789","Burrito with meat and beans, from fast food","2020-04-01"
"785790","Burrito with meat and sour cream","2020-04-01"
"785791","Burrito with meat, beans, and sour cream","2020-04-01"
"785792","Burrito with meat, beans, and sour cream, from fast food","2020-04-01"
"785793","Burrito with meat, beans, and rice","2020-04-01"
"785794","Burrito with meat, beans, rice, and sour cream","2020-04-01"
"785795","Burrito with chicken","2020-04-01"
"785796","Burrito with chicken and beans","2020-04-01"
"785797","Burrito with chicken and sour cream","2020-04-01"
"785798","Burrito with chicken, beans, and sour cream","2020-04-01"
"785799","Burrito with chicken, beans, and rice","2020-04-01"
"785800","Burrito with chicken, beans, rice, and sour cream","2020-04-01"
"785801","Burrito with beans and rice, meatless","2020-04-01"
"785802","Burrito with beans, meatless","2020-04-01"
"785803","Burrito with beans, meatless, from fast food","2020-04-01"
"785804","Burrito with beans, rice, and sour cream, meatless","2020-04-01"
"785805","Chilaquiles, tortilla casserole with salsa, cheese, and egg","2020-04-01"
"785806","Chilaquiles, tortilla casserole with salsa and cheese, no egg","2020-04-01"
"785807","Enchilada with meat and beans, red-chile or enchilada sauce","2020-04-01"
"785808","Enchilada with meat and beans, green-chile or enchilada sauce","2020-04-01"
"785809","Enchilada with meat, red-chile or enchilada sauce","2020-04-01"
"785810","Enchilada with meat, green-chile or enchilada sauce","2020-04-01"
"785811","Enchilada with chicken and beans, red-chile or enchilada sauce","2020-04-01"
"785812","Enchilada with chicken and beans, green-chile or enchilada sauce","2020-04-01"
"785813","Enchilada with chicken, red-chile or enchilada sauce","2020-04-01"
"785814","Enchilada with chicken, green-chile or enchilada sauce","2020-04-01"
"785815","Enchilada with beans, meatless, red-chile or enchilada sauce","2020-04-01"
"785816","Enchilada with beans, green-chile or enchilada sauce","2020-04-01"
"785817","Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce","2020-04-01"
"785818","Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce","2020-04-01"
"785819","Taco or tostada with meat","2020-04-01"
"785820","Taco or tostada with meat, from fast food","2020-04-01"
"785821","Taco or tostada with meat and sour cream","2020-04-01"
"785822","Soft taco with meat","2020-04-01"
"785823","Soft taco with meat, from fast food","2020-04-01"
"785824","Soft taco with meat and sour cream","2020-04-01"
"785825","Soft taco with meat and sour cream, from fast food","2020-04-01"
"785826","Soft taco with chicken","2020-04-01"
"785827","Soft taco with chicken, from fast food","2020-04-01"
"785828","Soft taco with chicken and sour cream","2020-04-01"
"785829","Taco or tostada with chicken","2020-04-01"
"785830","Taco or tostada with chicken and sour cream","2020-04-01"
"785831","Taco or tostada with fish","2020-04-01"
"785832","Soft taco with fish","2020-04-01"
"785833","Soft taco with beans","2020-04-01"
"785834","Soft taco with beans and sour cream","2020-04-01"
"785835","Soft taco with meat and beans","2020-04-01"
"785836","Soft taco with chicken and beans","2020-04-01"
"785837","Soft taco with meat, beans, and sour cream","2020-04-01"
"785838","Soft taco with chicken, beans, and sour cream","2020-04-01"
"785839","Taco or tostada with beans","2020-04-01"
"785840","Taco or tostada with beans and sour cream","2020-04-01"
"785841","Taco or tostada with meat and beans","2020-04-01"
"785842","Taco or tostada with meat and beans, from fast food","2020-04-01"
"785843","Taco or tostada with chicken and beans","2020-04-01"
"785844","Taco or tostada with meat, beans, and sour cream","2020-04-01"
"785845","Taco or tostada with chicken, beans, and sour cream","2020-04-01"
"785846","Ground beef with tomato sauce and taco seasonings on a cornbread crust","2020-04-01"
"785847","Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips","2020-04-01"
"785848","Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips","2020-04-01"
"785849","Taco or tostada salad with meat","2020-04-01"
"785850","Taco or tostada salad with chicken","2020-04-01"
"785851","Taco or tostada salad, meatless","2020-04-01"
"785852","Taco or tostada salad with meat and sour cream","2020-04-01"
"785853","Taco or tostada salad with chicken and sour cream","2020-04-01"
"785854","Taco or tostada salad, meatless with sour cream","2020-04-01"
"785855","Tamale with meat","2020-04-01"
"785856","Tamale with chicken","2020-04-01"
"785857","Tamale, plain, meatless, no sauce, Puerto Rican style or Carribean Style","2020-04-01"
"785858","Tamale, meatless, with sauce, Puerto Rican or Caribbean style","2020-04-01"
"785859","Tamale, plain, meatless, no sauce, Mexican style","2020-04-01"
"785860","Tamale casserole with meat","2020-04-01"
"785861","Nachos with cheese and sour cream","2020-04-01"
"785862","Nachos with cheese","2020-04-01"
"785863","Nachos with meat and cheese","2020-04-01"
"785864","Nachos with chicken and cheese","2020-04-01"
"785865","Nachos with chili","2020-04-01"
"785866","Nachos with meat, cheese, and sour cream ","2020-04-01"
"785867","Nachos with chicken, cheese, and sour cream","2020-04-01"
"785868","Gordita, sope, or chalupa with beans","2020-04-01"
"785869","Gordita, sope, or chalupa with beans and sour cream","2020-04-01"
"785870","Gordita, sope, or chalupa with meat and sour cream","2020-04-01"
"785871","Gordita, sope, or chalupa with meat","2020-04-01"
"785872","Gordita, sope, or chalupa with chicken and sour cream","2020-04-01"
"785873","Gordita, sope, or chalupa with chicken","2020-04-01"
"785874","Chimichanga with meat","2020-04-01"
"785875","Chimichanga, meatless","2020-04-01"
"785876","Chimichanga with chicken ","2020-04-01"
"785877","Chimichanga with meat and sour cream","2020-04-01"
"785878","Chimichanga, meatless, with sour cream","2020-04-01"
"785879","Chimichanga with chicken and sour cream","2020-04-01"
"785880","Quesadilla, just cheese, meatless","2020-04-01"
"785881","Quesadilla, just cheese, from fast food","2020-04-01"
"785882","Quesadilla with meat ","2020-04-01"
"785883","Quesadilla with chicken","2020-04-01"
"785884","Quesadilla with chicken, from fast food","2020-04-01"
"785885","Quesadilla with vegetables","2020-04-01"
"785886","Quesadilla with vegetables and meat","2020-04-01"
"785887","Quesadilla with vegetables and chicken","2020-04-01"
"785888","Taquito or flauta with cheese","2020-04-01"
"785889","Taquito or flauta with meat","2020-04-01"
"785890","Taquito or flauta with meat and cheese","2020-04-01"
"785891","Taquito or flauta with chicken","2020-04-01"
"785892","Taquito or flauta with chicken and cheese","2020-04-01"
"785895","Fajita with chicken and vegetables","2020-04-01"
"785896","Fajita with meat and vegetables","2020-04-01"
"785897","Fajita with vegetables","2020-04-01"
"785898","Pupusa, cheese-filled","2020-04-01"
"785899","Pupusa, bean-filled","2020-04-01"
"785900","Pupusa, meat-filled","2020-04-01"
"785901","Pizza, cheese, from frozen, thin crust","2020-04-01"
"785902","Pizza, cheese, from frozen, thick crust","2020-04-01"
"785903","Pizza, cheese, from restaurant or fast food, NS as to type of crust","2020-04-01"
"785904","Pizza, cheese, from restaurant or fast food, thin crust","2020-04-01"
"785905","Pizza, cheese, from restaurant or fast food, medium crust","2020-04-01"
"785906","Pizza, cheese, from restaurant or fast food, thick crust","2020-04-01"
"785907","Pizza, cheese, stuffed crust","2020-04-01"
"785908","Pizza, cheese, from school lunch, medium crust","2020-04-01"
"785909","Pizza, cheese, from school lunch, thin crust","2020-04-01"
"785910","Pizza, cheese, from school lunch, thick crust","2020-04-01"
"785911","Pizza, extra cheese, thin crust","2020-04-01"
"785912","Pizza, extra cheese, thick crust","2020-04-01"
"785913","Pizza, cheese, with vegetables, from frozen, thin crust","2020-04-01"
"785914","Pizza, cheese with vegetables, from frozen, thick crust","2020-04-01"
"785915","Pizza, cheese, with vegetables, from restaurant or fast food, thin crust","2020-04-01"
"785916","Pizza, cheese, with vegetables, from restaurant or fast food, medium crust","2020-04-01"
"785917","Pizza, cheese, with vegetables, from restaurant or fast food, thick crust","2020-04-01"
